sid,A,B,C,D,Vth,out_mult,out_log
2,50,50,20,20,2024,1,0
2,50,50,20,20,2025,1,0
2,50,50,20,20,2026,1,0
2,50,50,20,20,2027,1,0
2,50,50,20,20,2028,1,0
2,50,50,20,20,2029,1,0
2,50,50,20,20,2030,1,0
2,50,50,20,20,2031,1,0
2,50,50,20,20,2032,1,0
2,50,50,20,20,2033,1,0
2,50,50,20,20,2034,1,0
2,50,50,20,20,2035,1,0
2,50,50,20,20,2036,1,0
2,50,50,20,20,2037,1,0
2,50,50,20,20,2038,1,0
2,50,50,20,20,2039,1,0
2,50,50,20,20,2040,1,0
2,50,50,20,20,2041,1,0
2,50,50,20,20,2042,1,0
2,50,50,20,20,2043,1,0
2,50,50,20,20,2044,1,0
2,50,50,20,20,2045,1,0
2,50,50,20,20,2046,1,0
2,50,50,20,20,2047,1,0
2,50,50,20,20,2048,1,0
2,50,50,20,20,2049,1,0
2,50,50,20,20,2050,1,0
2,50,50,20,20,2051,1,0
2,50,50,20,20,2052,1,0
2,50,50,20,20,2053,1,0
2,50,50,20,20,2054,1,0
2,50,50,20,20,2055,1,0
2,50,50,20,20,2056,1,0
2,50,50,20,20,2057,1,0
2,50,50,20,20,2058,1,0
2,50,50,20,20,2059,1,0
2,50,50,20,20,2060,1,0
2,50,50,20,20,2061,1,0
2,50,50,20,20,2062,1,0
2,50,50,20,20,2063,1,0
2,50,50,20,20,2064,1,0
2,50,50,20,20,2065,1,0
2,50,50,20,20,2066,1,0
2,50,50,20,20,2067,1,0
2,50,50,20,20,2068,1,0
2,50,50,20,20,2069,1,0
2,50,50,20,20,2070,1,0
2,50,50,20,20,2071,1,0
2,50,50,20,20,2072,1,0
2,50,50,20,20,2073,1,0
2,50,50,20,20,2074,1,0
2,50,50,20,20,2075,1,0
2,50,50,20,20,2076,1,0
2,50,50,20,20,2077,1,0
2,50,50,20,20,2078,1,0
2,50,50,20,20,2079,1,0
2,50,50,20,20,2080,1,0
2,50,50,20,20,2081,1,0
2,50,50,20,20,2082,1,0
2,50,50,20,20,2083,1,0
2,50,50,20,20,2084,1,0
2,50,50,20,20,2085,1,0
2,50,50,20,20,2086,1,0
2,50,50,20,20,2087,1,0
2,50,50,20,20,2088,1,0
2,50,50,20,20,2089,1,0
2,50,50,20,20,2090,1,0
2,50,50,20,20,2091,1,0
2,50,50,20,20,2092,1,0
2,50,50,20,20,2093,1,0
2,50,50,20,20,2094,1,0
2,50,50,20,20,2095,1,0
2,50,50,20,20,2096,1,0
2,50,50,20,20,2097,1,0
2,50,50,20,20,2098,1,0
2,50,50,20,20,2099,1,0
2,50,50,20,20,2100,0,0
2,50,50,20,20,2101,0,0
2,50,50,20,20,2102,0,0
2,50,50,20,20,2103,0,0
2,50,50,20,20,2104,0,0
2,50,50,20,20,2105,0,0
2,50,50,20,20,2106,0,0
2,50,50,20,20,2107,0,0
2,50,50,20,20,2108,0,0
2,50,50,20,20,2109,0,0
2,50,50,20,20,2110,0,0
2,50,50,20,20,2111,0,0
2,50,50,20,20,2112,0,0
2,50,50,20,20,2113,0,0
2,50,50,20,20,2114,0,0
2,50,50,20,20,2115,0,0
2,50,50,20,20,2116,0,0
2,50,50,20,20,2117,0,0
2,50,50,20,20,2118,0,0
2,50,50,20,20,2119,0,0
2,50,50,20,20,2120,0,0
2,50,50,20,20,2121,0,0
2,50,50,20,20,2122,0,0
2,50,50,20,20,2123,0,0
2,50,50,20,20,2124,0,0
2,50,50,20,20,2125,0,0
2,50,50,20,20,2126,0,0
2,50,50,20,20,2127,0,0
2,50,50,20,20,2128,0,0
2,50,50,20,20,2129,0,0
2,50,50,20,20,2130,0,0
2,50,50,20,20,2142,0,0
2,50,50,20,20,2163,0,0
2,50,50,20,20,2184,0,0
2,50,50,20,20,2205,0,0
2,50,50,20,20,2226,0,0
2,50,50,20,20,2247,0,0
2,50,50,20,20,2268,0,0
2,50,50,20,20,2289,0,0
2,50,50,20,20,2310,0,0
2,50,50,20,20,2331,0,0
2,50,50,20,20,2352,0,0
2,50,50,20,20,2373,0,0
2,50,50,20,20,2394,0,0
2,50,50,20,20,2415,0,0
2,50,50,20,20,2436,0,0
2,50,50,20,20,2457,0,0
2,50,50,20,20,2478,0,0
2,50,50,20,20,2499,0,0
2,50,50,20,20,2520,0,0
2,50,50,20,20,2541,0,0
2,50,50,20,20,2562,0,0
2,50,50,20,20,2583,0,0
2,50,50,20,20,2604,0,0
2,50,50,20,20,2625,0,0
2,50,50,20,20,2646,0,0
2,50,50,20,20,2667,0,0
2,50,50,20,20,2688,0,0
2,50,50,20,20,2709,0,0
2,50,50,20,20,2730,0,0
2,50,50,20,20,2751,0,0
2,50,50,20,20,2772,0,0
2,50,50,20,20,2793,0,0
2,50,50,20,20,2814,0,0
2,50,50,20,20,2835,0,0
2,50,50,20,20,2856,0,0
2,50,50,20,20,2877,0,0
2,50,50,20,20,2898,0,0
2,50,50,20,20,2919,0,0
2,50,50,20,20,2940,0,0
2,50,50,20,20,2961,0,0
2,50,50,20,20,2982,0,0
2,50,50,20,20,3003,0,0
2,50,50,20,20,3024,0,0
2,50,50,20,20,3045,0,0
2,50,50,20,20,3066,0,0
2,50,50,20,20,3087,0,0
2,50,50,20,20,3108,0,0
2,50,50,20,20,3129,0,0
2,50,50,20,20,3150,0,0
2,50,50,20,20,3171,0,0
2,50,50,20,20,3192,0,0
2,50,50,20,20,3213,0,0
2,50,50,20,20,3234,0,0
2,50,50,20,20,3255,0,0
2,50,50,20,20,3276,0,0
2,50,50,20,20,3297,0,0
2,50,50,20,20,3318,0,0
2,50,50,20,20,3339,0,0
2,50,50,20,20,3360,0,0
2,50,50,20,20,3381,0,0
2,50,50,20,20,3402,0,0
2,50,50,20,20,3423,0,0
2,50,50,20,20,3444,0,0
2,50,50,20,20,3465,0,0
2,50,50,20,20,3486,0,0
2,50,50,20,20,3507,0,0
2,50,50,20,20,3528,0,0
2,50,50,20,20,3549,0,0
2,50,50,20,20,3570,0,0
2,50,50,20,20,3591,0,0
2,50,50,20,20,3612,0,0
2,50,50,20,20,3633,0,0
2,50,50,20,20,3654,0,0
2,50,50,20,20,3675,0,0
2,50,50,20,20,3696,0,0
2,50,50,20,20,3717,0,0
2,50,50,20,20,3738,0,0
2,50,50,20,20,3759,0,0
2,50,50,20,20,3780,0,0
2,50,50,20,20,3801,0,0
2,50,50,20,20,3822,0,0
2,50,50,20,20,3843,0,0
2,50,50,20,20,3864,0,0
2,50,50,20,20,3885,0,0
2,50,50,20,20,3906,0,0
2,50,50,20,20,3927,0,0
2,50,50,20,20,3948,0,0
2,50,50,20,20,3969,0,0
2,50,50,20,20,3990,0,0
2,50,50,20,20,4011,0,0
2,50,50,20,20,4032,0,0
2,50,50,20,20,4053,0,0
2,50,50,20,20,4074,0,0
2,50,50,20,20,4095,0,0
2,50,50,20,20,4116,0,0
2,50,50,20,20,4137,0,0
2,50,50,20,20,4158,0,0
2,50,50,20,20,4179,0,0
2,50,50,20,20,4200,0,0
2,50,50,20,20,4221,0,0
2,50,50,20,20,4242,0,0
2,50,50,20,20,4263,0,0
3,3,3,3,3,0,0,0
3,3,3,3,3,1,0,0
3,3,3,3,3,2,0,0
3,3,3,3,3,3,0,0
3,3,3,3,3,4,0,0
3,3,3,3,3,5,0,0
3,3,3,3,3,6,0,0
3,3,3,3,3,7,0,0
3,3,3,3,3,8,0,0
3,3,3,3,3,9,0,0
3,3,3,3,3,10,0,0
3,3,3,3,3,11,0,0
3,3,3,3,3,12,0,0
3,3,3,3,3,13,0,0
3,3,3,3,3,14,0,0
3,3,3,3,3,15,0,0
3,3,3,3,3,16,0,0
3,3,3,3,3,17,0,0
3,3,3,3,3,18,0,0
3,3,3,3,3,19,0,0
3,3,3,3,3,20,0,0
3,3,3,3,3,21,0,0
3,3,3,3,3,22,0,0
3,3,3,3,3,23,0,0
3,3,3,3,3,24,0,0
3,3,3,3,3,25,0,0
3,3,3,3,3,26,0,0
3,3,3,3,3,27,0,0
3,3,3,3,3,28,0,0
3,3,3,3,3,29,0,0
3,3,3,3,3,30,0,0
3,3,3,3,3,31,0,0
3,3,3,3,3,32,0,0
3,3,3,3,3,33,0,0
3,3,3,3,3,34,0,0
3,3,3,3,3,35,0,0
3,3,3,3,3,36,0,0
3,3,3,3,3,37,0,0
3,3,3,3,3,38,0,0
3,3,3,3,3,39,0,0
3,3,3,3,3,40,0,0
3,3,3,3,3,41,0,0
3,3,3,3,3,42,0,0
3,3,3,3,3,43,0,0
3,3,3,3,3,44,0,0
3,3,3,3,3,45,0,0
3,3,3,3,3,46,0,0
3,3,3,3,3,47,0,0
3,3,3,3,3,48,0,0
3,3,3,3,3,49,0,0
3,3,3,3,3,50,0,0
3,3,3,3,3,51,0,0
3,3,3,3,3,52,0,0
3,3,3,3,3,53,0,0
3,3,3,3,3,54,0,0
3,3,3,3,3,55,0,0
3,3,3,3,3,56,0,0
3,3,3,3,3,57,0,0
3,3,3,3,3,58,0,0
3,3,3,3,3,59,0,0
3,3,3,3,3,60,0,0
3,3,3,3,3,61,0,0
3,3,3,3,3,62,0,0
3,3,3,3,3,63,0,0
3,3,3,3,3,64,0,0
3,3,3,3,3,65,0,0
3,3,3,3,3,66,0,0
3,3,3,3,3,67,0,0
3,3,3,3,3,68,0,0
3,3,3,3,3,69,0,0
3,3,3,3,3,70,0,0
3,3,3,3,3,71,0,0
3,3,3,3,3,72,0,0
3,3,3,3,3,73,0,0
3,3,3,3,3,74,0,0
3,3,3,3,3,75,0,0
3,3,3,3,3,76,0,0
3,3,3,3,3,77,0,0
3,3,3,3,3,78,0,0
3,3,3,3,3,79,0,0
3,3,3,3,3,80,0,0
4,40,40,10,10,0,1,1
4,40,40,10,10,15,1,1
4,40,40,10,10,30,1,1
4,40,40,10,10,45,1,1
4,40,40,10,10,60,1,1
4,40,40,10,10,75,1,1
4,40,40,10,10,90,1,1
4,40,40,10,10,105,1,1
4,40,40,10,10,120,1,1
4,40,40,10,10,135,1,1
4,40,40,10,10,150,1,1
4,40,40,10,10,165,1,1
4,40,40,10,10,180,1,1
4,40,40,10,10,195,1,1
4,40,40,10,10,210,1,1
4,40,40,10,10,225,1,1
4,40,40,10,10,240,1,1
4,40,40,10,10,255,1,1
4,40,40,10,10,270,1,1
4,40,40,10,10,285,1,1
4,40,40,10,10,300,1,1
4,40,40,10,10,315,1,1
4,40,40,10,10,330,1,1
4,40,40,10,10,345,1,1
4,40,40,10,10,360,1,1
4,40,40,10,10,375,1,1
4,40,40,10,10,390,1,1
4,40,40,10,10,405,1,1
4,40,40,10,10,420,1,1
4,40,40,10,10,435,1,1
4,40,40,10,10,450,1,1
4,40,40,10,10,465,1,1
4,40,40,10,10,480,1,1
4,40,40,10,10,495,1,1
4,40,40,10,10,510,1,1
4,40,40,10,10,525,1,1
4,40,40,10,10,540,1,1
4,40,40,10,10,555,1,1
4,40,40,10,10,570,1,1
4,40,40,10,10,585,1,1
4,40,40,10,10,600,1,1
4,40,40,10,10,615,1,1
4,40,40,10,10,630,1,1
4,40,40,10,10,645,1,1
4,40,40,10,10,660,1,1
4,40,40,10,10,675,1,1
4,40,40,10,10,690,1,1
4,40,40,10,10,705,1,1
4,40,40,10,10,720,1,1
4,40,40,10,10,735,1,1
4,40,40,10,10,750,1,1
4,40,40,10,10,765,1,1
4,40,40,10,10,780,1,1
4,40,40,10,10,795,1,1
4,40,40,10,10,810,1,1
4,40,40,10,10,825,1,1
4,40,40,10,10,840,1,1
4,40,40,10,10,855,1,1
4,40,40,10,10,870,1,1
4,40,40,10,10,885,1,1
4,40,40,10,10,900,1,1
4,40,40,10,10,915,1,1
4,40,40,10,10,930,1,1
4,40,40,10,10,945,1,1
4,40,40,10,10,960,1,1
4,40,40,10,10,975,1,1
4,40,40,10,10,990,1,1
4,40,40,10,10,1005,1,1
4,40,40,10,10,1020,1,1
4,40,40,10,10,1035,1,1
4,40,40,10,10,1050,1,1
4,40,40,10,10,1065,1,1
4,40,40,10,10,1080,1,1
4,40,40,10,10,1095,1,1
4,40,40,10,10,1110,1,1
4,40,40,10,10,1125,1,1
4,40,40,10,10,1140,1,1
4,40,40,10,10,1155,1,1
4,40,40,10,10,1170,1,1
4,40,40,10,10,1185,1,1
4,40,40,10,10,1200,1,1
4,40,40,10,10,1215,1,1
4,40,40,10,10,1230,1,1
4,40,40,10,10,1245,1,1
4,40,40,10,10,1260,1,1
4,40,40,10,10,1275,1,1
4,40,40,10,10,1290,1,1
4,40,40,10,10,1305,1,1
4,40,40,10,10,1320,1,1
4,40,40,10,10,1335,1,1
4,40,40,10,10,1350,1,1
4,40,40,10,10,1365,1,1
4,40,40,10,10,1380,1,1
4,40,40,10,10,1395,1,1
4,40,40,10,10,1410,1,1
4,40,40,10,10,1425,1,1
4,40,40,10,10,1440,1,1
4,40,40,10,10,1455,1,1
4,40,40,10,10,1470,1,1
4,40,40,10,10,1471,1,1
4,40,40,10,10,1472,1,1
4,40,40,10,10,1473,1,1
4,40,40,10,10,1474,1,1
4,40,40,10,10,1475,1,1
4,40,40,10,10,1476,1,1
4,40,40,10,10,1477,1,1
4,40,40,10,10,1478,1,1
4,40,40,10,10,1479,1,1
4,40,40,10,10,1480,1,1
4,40,40,10,10,1481,1,1
4,40,40,10,10,1482,1,1
4,40,40,10,10,1483,1,1
4,40,40,10,10,1484,1,1
4,40,40,10,10,1485,1,1
4,40,40,10,10,1486,1,1
4,40,40,10,10,1487,1,1
4,40,40,10,10,1488,1,1
4,40,40,10,10,1489,1,1
4,40,40,10,10,1490,1,1
4,40,40,10,10,1491,1,1
4,40,40,10,10,1492,1,1
4,40,40,10,10,1493,1,1
4,40,40,10,10,1494,1,1
4,40,40,10,10,1495,1,1
4,40,40,10,10,1496,1,1
4,40,40,10,10,1497,1,1
4,40,40,10,10,1498,1,1
4,40,40,10,10,1499,1,1
4,40,40,10,10,1500,0,1
4,40,40,10,10,1501,0,1
4,40,40,10,10,1502,0,1
4,40,40,10,10,1503,0,1
4,40,40,10,10,1504,0,1
4,40,40,10,10,1505,0,1
4,40,40,10,10,1506,0,1
4,40,40,10,10,1507,0,1
4,40,40,10,10,1508,0,1
4,40,40,10,10,1509,0,1
4,40,40,10,10,1510,0,1
4,40,40,10,10,1511,0,1
4,40,40,10,10,1512,0,1
4,40,40,10,10,1513,0,1
4,40,40,10,10,1514,0,1
4,40,40,10,10,1515,0,1
4,40,40,10,10,1516,0,1
4,40,40,10,10,1517,0,1
4,40,40,10,10,1518,0,1
4,40,40,10,10,1519,0,1
4,40,40,10,10,1520,0,1
4,40,40,10,10,1521,0,1
4,40,40,10,10,1522,0,1
4,40,40,10,10,1523,0,1
4,40,40,10,10,1524,0,1
4,40,40,10,10,1525,0,1
4,40,40,10,10,1526,0,1
4,40,40,10,10,1527,0,1
4,40,40,10,10,1528,0,1
4,40,40,10,10,1529,0,1
4,40,40,10,10,1530,0,1
4,40,40,10,10,1531,0,1
4,40,40,10,10,1532,0,1
4,40,40,10,10,1533,0,1
4,40,40,10,10,1534,0,1
4,40,40,10,10,1535,0,1
4,40,40,10,10,1536,0,0
4,40,40,10,10,1537,0,0
4,40,40,10,10,1538,0,0
4,40,40,10,10,1539,0,0
4,40,40,10,10,1540,0,0
4,40,40,10,10,1541,0,0
4,40,40,10,10,1542,0,0
4,40,40,10,10,1543,0,0
4,40,40,10,10,1544,0,0
4,40,40,10,10,1545,0,0
4,40,40,10,10,1546,0,0
4,40,40,10,10,1547,0,0
4,40,40,10,10,1548,0,0
4,40,40,10,10,1549,0,0
4,40,40,10,10,1550,0,0
4,40,40,10,10,1551,0,0
4,40,40,10,10,1552,0,0
4,40,40,10,10,1553,0,0
4,40,40,10,10,1554,0,0
4,40,40,10,10,1555,0,0
4,40,40,10,10,1556,0,0
4,40,40,10,10,1557,0,0
4,40,40,10,10,1558,0,0
4,40,40,10,10,1559,0,0
4,40,40,10,10,1560,0,0
4,40,40,10,10,1561,0,0
4,40,40,10,10,1562,0,0
4,40,40,10,10,1563,0,0
4,40,40,10,10,1564,0,0
4,40,40,10,10,1565,0,0
4,40,40,10,10,1566,0,0
4,40,40,10,10,1575,0,0
4,40,40,10,10,1590,0,0
4,40,40,10,10,1605,0,0
4,40,40,10,10,1620,0,0
4,40,40,10,10,1635,0,0
4,40,40,10,10,1650,0,0
4,40,40,10,10,1665,0,0
4,40,40,10,10,1680,0,0
4,40,40,10,10,1695,0,0
4,40,40,10,10,1710,0,0
4,40,40,10,10,1725,0,0
4,40,40,10,10,1740,0,0
4,40,40,10,10,1755,0,0
4,40,40,10,10,1770,0,0
4,40,40,10,10,1785,0,0
4,40,40,10,10,1800,0,0
4,40,40,10,10,1815,0,0
4,40,40,10,10,1830,0,0
4,40,40,10,10,1845,0,0
4,40,40,10,10,1860,0,0
4,40,40,10,10,1875,0,0
4,40,40,10,10,1890,0,0
4,40,40,10,10,1905,0,0
4,40,40,10,10,1920,0,0
4,40,40,10,10,1935,0,0
4,40,40,10,10,1950,0,0
4,40,40,10,10,1965,0,0
4,40,40,10,10,1980,0,0
4,40,40,10,10,1995,0,0
4,40,40,10,10,2010,0,0
4,40,40,10,10,2025,0,0
4,40,40,10,10,2040,0,0
4,40,40,10,10,2055,0,0
4,40,40,10,10,2070,0,0
4,40,40,10,10,2085,0,0
4,40,40,10,10,2100,0,0
4,40,40,10,10,2115,0,0
4,40,40,10,10,2130,0,0
4,40,40,10,10,2145,0,0
4,40,40,10,10,2160,0,0
4,40,40,10,10,2175,0,0
4,40,40,10,10,2190,0,0
4,40,40,10,10,2205,0,0
4,40,40,10,10,2220,0,0
4,40,40,10,10,2235,0,0
4,40,40,10,10,2250,0,0
4,40,40,10,10,2265,0,0
4,40,40,10,10,2280,0,0
4,40,40,10,10,2295,0,0
4,40,40,10,10,2310,0,0
4,40,40,10,10,2325,0,0
4,40,40,10,10,2340,0,0
4,40,40,10,10,2355,0,0
4,40,40,10,10,2370,0,0
4,40,40,10,10,2385,0,0
4,40,40,10,10,2400,0,0
4,40,40,10,10,2415,0,0
4,40,40,10,10,2430,0,0
4,40,40,10,10,2445,0,0
4,40,40,10,10,2460,0,0
4,40,40,10,10,2475,0,0
4,40,40,10,10,2490,0,0
4,40,40,10,10,2505,0,0
4,40,40,10,10,2520,0,0
4,40,40,10,10,2535,0,0
4,40,40,10,10,2550,0,0
4,40,40,10,10,2565,0,0
4,40,40,10,10,2580,0,0
4,40,40,10,10,2595,0,0
4,40,40,10,10,2610,0,0
4,40,40,10,10,2625,0,0
4,40,40,10,10,2640,0,0
4,40,40,10,10,2655,0,0
4,40,40,10,10,2670,0,0
4,40,40,10,10,2685,0,0
4,40,40,10,10,2700,0,0
4,40,40,10,10,2715,0,0
4,40,40,10,10,2730,0,0
4,40,40,10,10,2745,0,0
4,40,40,10,10,2760,0,0
4,40,40,10,10,2775,0,0
4,40,40,10,10,2790,0,0
4,40,40,10,10,2805,0,0
4,40,40,10,10,2820,0,0
4,40,40,10,10,2835,0,0
4,40,40,10,10,2850,0,0
4,40,40,10,10,2865,0,0
4,40,40,10,10,2880,0,0
4,40,40,10,10,2895,0,0
4,40,40,10,10,2910,0,0
4,40,40,10,10,2925,0,0
4,40,40,10,10,2940,0,0
4,40,40,10,10,2955,0,0
4,40,40,10,10,2970,0,0
4,40,40,10,10,2985,0,0
4,40,40,10,10,3000,0,0
4,40,40,10,10,3015,0,0
4,40,40,10,10,3030,0,0
4,40,40,10,10,3045,0,0
4,40,40,10,10,3060,0,0
4,40,40,10,10,3075,0,0
5,30,30,10,10,0,1,1
5,30,30,10,10,8,1,1
5,30,30,10,10,16,1,1
5,30,30,10,10,24,1,1
5,30,30,10,10,32,1,1
5,30,30,10,10,40,1,1
5,30,30,10,10,48,1,1
5,30,30,10,10,56,1,1
5,30,30,10,10,64,1,1
5,30,30,10,10,72,1,1
5,30,30,10,10,80,1,1
5,30,30,10,10,88,1,1
5,30,30,10,10,96,1,1
5,30,30,10,10,104,1,1
5,30,30,10,10,112,1,1
5,30,30,10,10,120,1,1
5,30,30,10,10,128,1,1
5,30,30,10,10,136,1,1
5,30,30,10,10,144,1,1
5,30,30,10,10,152,1,1
5,30,30,10,10,160,1,1
5,30,30,10,10,168,1,1
5,30,30,10,10,176,1,1
5,30,30,10,10,184,1,1
5,30,30,10,10,192,1,1
5,30,30,10,10,200,1,1
5,30,30,10,10,208,1,1
5,30,30,10,10,216,1,1
5,30,30,10,10,224,1,1
5,30,30,10,10,232,1,1
5,30,30,10,10,240,1,1
5,30,30,10,10,248,1,1
5,30,30,10,10,256,1,1
5,30,30,10,10,264,1,1
5,30,30,10,10,272,1,1
5,30,30,10,10,280,1,1
5,30,30,10,10,288,1,1
5,30,30,10,10,296,1,1
5,30,30,10,10,304,1,1
5,30,30,10,10,312,1,1
5,30,30,10,10,320,1,1
5,30,30,10,10,328,1,1
5,30,30,10,10,336,1,1
5,30,30,10,10,344,1,1
5,30,30,10,10,352,1,1
5,30,30,10,10,360,1,1
5,30,30,10,10,368,1,1
5,30,30,10,10,376,1,1
5,30,30,10,10,384,1,1
5,30,30,10,10,392,1,1
5,30,30,10,10,400,1,1
5,30,30,10,10,408,1,1
5,30,30,10,10,416,1,1
5,30,30,10,10,424,1,1
5,30,30,10,10,432,1,1
5,30,30,10,10,440,1,1
5,30,30,10,10,448,1,1
5,30,30,10,10,456,1,1
5,30,30,10,10,464,1,1
5,30,30,10,10,472,1,1
5,30,30,10,10,480,1,1
5,30,30,10,10,488,1,1
5,30,30,10,10,496,1,1
5,30,30,10,10,504,1,1
5,30,30,10,10,512,1,1
5,30,30,10,10,520,1,1
5,30,30,10,10,528,1,1
5,30,30,10,10,536,1,1
5,30,30,10,10,544,1,1
5,30,30,10,10,552,1,1
5,30,30,10,10,560,1,1
5,30,30,10,10,568,1,1
5,30,30,10,10,576,1,1
5,30,30,10,10,584,1,1
5,30,30,10,10,592,1,1
5,30,30,10,10,600,1,1
5,30,30,10,10,608,1,1
5,30,30,10,10,610,1,1
5,30,30,10,10,611,1,1
5,30,30,10,10,612,1,1
5,30,30,10,10,613,1,1
5,30,30,10,10,614,1,1
5,30,30,10,10,615,1,1
5,30,30,10,10,616,1,1
5,30,30,10,10,617,1,1
5,30,30,10,10,618,1,1
5,30,30,10,10,619,1,1
5,30,30,10,10,620,1,1
5,30,30,10,10,621,1,1
5,30,30,10,10,622,1,1
5,30,30,10,10,623,1,1
5,30,30,10,10,624,1,1
5,30,30,10,10,625,1,1
5,30,30,10,10,626,1,1
5,30,30,10,10,627,1,1
5,30,30,10,10,628,1,1
5,30,30,10,10,629,1,1
5,30,30,10,10,630,1,1
5,30,30,10,10,631,1,1
5,30,30,10,10,632,1,1
5,30,30,10,10,633,1,1
5,30,30,10,10,634,1,1
5,30,30,10,10,635,1,1
5,30,30,10,10,636,1,1
5,30,30,10,10,637,1,1
5,30,30,10,10,638,1,1
5,30,30,10,10,639,1,1
5,30,30,10,10,640,1,0
5,30,30,10,10,641,1,0
5,30,30,10,10,642,1,0
5,30,30,10,10,643,1,0
5,30,30,10,10,644,1,0
5,30,30,10,10,645,1,0
5,30,30,10,10,646,1,0
5,30,30,10,10,647,1,0
5,30,30,10,10,648,1,0
5,30,30,10,10,649,1,0
5,30,30,10,10,650,1,0
5,30,30,10,10,651,1,0
5,30,30,10,10,652,1,0
5,30,30,10,10,653,1,0
5,30,30,10,10,654,1,0
5,30,30,10,10,655,1,0
5,30,30,10,10,656,1,0
5,30,30,10,10,657,1,0
5,30,30,10,10,658,1,0
5,30,30,10,10,659,1,0
5,30,30,10,10,660,1,0
5,30,30,10,10,661,1,0
5,30,30,10,10,662,1,0
5,30,30,10,10,663,1,0
5,30,30,10,10,664,1,0
5,30,30,10,10,665,1,0
5,30,30,10,10,666,1,0
5,30,30,10,10,667,1,0
5,30,30,10,10,668,1,0
5,30,30,10,10,669,1,0
5,30,30,10,10,670,1,0
5,30,30,10,10,671,1,0
5,30,30,10,10,672,1,0
5,30,30,10,10,673,1,0
5,30,30,10,10,674,1,0
5,30,30,10,10,675,1,0
5,30,30,10,10,676,1,0
5,30,30,10,10,677,1,0
5,30,30,10,10,678,1,0
5,30,30,10,10,679,1,0
5,30,30,10,10,680,1,0
5,30,30,10,10,681,1,0
5,30,30,10,10,682,1,0
5,30,30,10,10,683,1,0
5,30,30,10,10,684,1,0
5,30,30,10,10,685,1,0
5,30,30,10,10,686,1,0
5,30,30,10,10,687,1,0
5,30,30,10,10,688,1,0
5,30,30,10,10,689,1,0
5,30,30,10,10,690,1,0
5,30,30,10,10,691,1,0
5,30,30,10,10,692,1,0
5,30,30,10,10,693,1,0
5,30,30,10,10,694,1,0
5,30,30,10,10,695,1,0
5,30,30,10,10,696,1,0
5,30,30,10,10,697,1,0
5,30,30,10,10,698,1,0
5,30,30,10,10,699,1,0
5,30,30,10,10,700,1,0
5,30,30,10,10,701,1,0
5,30,30,10,10,702,1,0
5,30,30,10,10,703,1,0
5,30,30,10,10,704,1,0
5,30,30,10,10,705,1,0
5,30,30,10,10,706,1,0
5,30,30,10,10,707,1,0
5,30,30,10,10,708,1,0
5,30,30,10,10,709,1,0
5,30,30,10,10,710,1,0
5,30,30,10,10,711,1,0
5,30,30,10,10,712,1,0
5,30,30,10,10,713,1,0
5,30,30,10,10,714,1,0
5,30,30,10,10,715,1,0
5,30,30,10,10,716,1,0
5,30,30,10,10,717,1,0
5,30,30,10,10,718,1,0
5,30,30,10,10,719,1,0
5,30,30,10,10,720,1,0
5,30,30,10,10,721,1,0
5,30,30,10,10,722,1,0
5,30,30,10,10,723,1,0
5,30,30,10,10,724,1,0
5,30,30,10,10,725,1,0
5,30,30,10,10,726,1,0
5,30,30,10,10,727,1,0
5,30,30,10,10,728,1,0
5,30,30,10,10,729,1,0
5,30,30,10,10,730,1,0
5,30,30,10,10,731,1,0
5,30,30,10,10,732,1,0
5,30,30,10,10,733,1,0
5,30,30,10,10,734,1,0
5,30,30,10,10,735,1,0
5,30,30,10,10,736,1,0
5,30,30,10,10,737,1,0
5,30,30,10,10,738,1,0
5,30,30,10,10,739,1,0
5,30,30,10,10,740,1,0
5,30,30,10,10,741,1,0
5,30,30,10,10,742,1,0
5,30,30,10,10,743,1,0
5,30,30,10,10,744,1,0
5,30,30,10,10,745,1,0
5,30,30,10,10,746,1,0
5,30,30,10,10,747,1,0
5,30,30,10,10,748,1,0
5,30,30,10,10,749,1,0
5,30,30,10,10,750,1,0
5,30,30,10,10,751,1,0
5,30,30,10,10,752,1,0
5,30,30,10,10,753,1,0
5,30,30,10,10,754,1,0
5,30,30,10,10,755,1,0
5,30,30,10,10,756,1,0
5,30,30,10,10,757,1,0
5,30,30,10,10,758,1,0
5,30,30,10,10,759,1,0
5,30,30,10,10,760,1,0
5,30,30,10,10,761,1,0
5,30,30,10,10,762,1,0
5,30,30,10,10,763,1,0
5,30,30,10,10,764,1,0
5,30,30,10,10,765,1,0
5,30,30,10,10,766,1,0
5,30,30,10,10,767,1,0
5,30,30,10,10,768,1,0
5,30,30,10,10,769,1,0
5,30,30,10,10,770,1,0
5,30,30,10,10,771,1,0
5,30,30,10,10,772,1,0
5,30,30,10,10,773,1,0
5,30,30,10,10,774,1,0
5,30,30,10,10,775,1,0
5,30,30,10,10,776,1,0
5,30,30,10,10,777,1,0
5,30,30,10,10,778,1,0
5,30,30,10,10,779,1,0
5,30,30,10,10,780,1,0
5,30,30,10,10,781,1,0
5,30,30,10,10,782,1,0
5,30,30,10,10,783,1,0
5,30,30,10,10,784,1,0
5,30,30,10,10,785,1,0
5,30,30,10,10,786,1,0
5,30,30,10,10,787,1,0
5,30,30,10,10,788,1,0
5,30,30,10,10,789,1,0
5,30,30,10,10,790,1,0
5,30,30,10,10,791,1,0
5,30,30,10,10,792,1,0
